no,step,x,y,path_id,name,ysqrt4,eps,b
6.0,23.0,0.03448881191119748,306.9134449669594,34211.0,to_at,4.185563918456527,200.0,150.0
6.0,24.0,0.03388174396374689,295.1493557587738,34211.0,to_at,4.1448656674692925,200.0,150.0
6.0,25.0,0.0339109822000429,256.9319763205768,34211.0,to_at,4.0036355729766955,200.0,150.0
6.0,26.0,0.03545696816213781,240.03828749376459,34211.0,to_at,3.936136311041213,200.0,150.0
6.0,27.0,0.03733757665176909,227.84532611001902,34211.0,to_at,3.8851700396895166,200.0,150.0
6.0,28.0,0.0393325436974411,236.70221301296672,34211.0,to_at,3.9223882529187906,200.0,150.0
6.0,29.0,0.0404510984581511,176.76750567916946,34211.0,to_at,3.646284979651533,200.0,150.0
6.0,30.0,0.04437908722963385,125.51743483458048,34211.0,to_at,3.34715646167455,200.0,150.0
6.0,31.0,0.05068422180869944,22.050170737962432,34211.0,to_at,2.166970450374176,200.0,150.0
7.0,0.0,0.02656,367.46562,340675.0,to_at,4.3782865131961515,200.0,150.0
7.0,1.0,0.0265595984175562,406.89664054410787,340675.0,to_at,4.49128925478709,200.0,150.0
7.0,2.0,0.02547073754761207,427.53420485921856,340675.0,to_at,4.547185972887387,200.0,150.0
7.0,3.0,0.02428098606342689,454.0095092619597,340675.0,to_at,4.616004646594561,200.0,150.0
7.0,4.0,0.022947802953400643,392.3790292104158,340675.0,to_at,4.45068078989865,200.0,150.0
7.0,5.0,0.02362159646193217,412.4252244882837,340675.0,to_at,4.5064681383887315,200.0,150.0
7.0,6.0,0.023546604564481887,409.94866848264064,340675.0,to_at,4.499687672513172,200.0,150.0
7.0,7.0,0.02356124123198906,442.231842881644,340675.0,to_at,4.585772469216973,200.0,150.0
7.0,8.0,0.022805286637572718,522.5821500456384,340675.0,to_at,4.7812190678955915,200.0,150.0
7.0,9.0,0.02066015184001236,514.5545369956678,340675.0,to_at,4.762750737743428,200.0,150.0
7.0,10.0,0.019683918740514134,521.1339307023553,340675.0,to_at,4.777903100504242,200.0,150.0
7.0,11.0,0.019047739771479073,475.05006114579277,340675.0,to_at,4.668580423308016,200.0,150.0
7.0,12.0,0.019548922857327934,449.64556948284957,340675.0,to_at,4.604872178746212,200.0,150.0
7.0,13.0,0.020323565077032493,322.01578689578776,340675.0,to_at,4.236130111810566,200.0,150.0
7.0,14.0,0.023646947715073474,282.86440813840414,340675.0,to_at,4.101045392171258,200.0,150.0
7.0,15.0,0.027034251673644257,303.6653785444474,340675.0,to_at,4.174445736110507,200.0,150.0
7.0,16.0,0.028797124469308547,284.28754991035515,340675.0,to_at,4.10619396301517,200.0,150.0
7.0,17.0,0.030686998135098884,359.24362077382614,340675.0,to_at,4.353587387146573,200.0,150.0
7.0,18.0,0.029472423543864864,346.3348545601702,340675.0,to_at,4.313939499735741,200.0,150.0
7.0,19.0,0.02909271728126435,388.29573756027776,340675.0,to_at,4.439056326925917,200.0,150.0
7.0,20.0,0.027557443957088847,382.18844208931114,340675.0,to_at,4.421497535828342,200.0,150.0
7.0,21.0,0.026773123118100574,419.7717559858482,340675.0,to_at,4.5264038917684815,200.0,150.0
7.0,22.0,0.025257165799693677,514.1078321123806,340675.0,to_at,4.761716718588563,200.0,150.0
7.0,23.0,0.022131326082743978,508.6958271635564,340675.0,to_at,4.749135313505268,200.0,150.0
7.0,24.0,0.020580198826704612,630.0742694377943,340675.0,to_at,5.010117786543118,200.0,150.0
7.0,25.0,0.017657837585501053,611.8917154795481,340675.0,to_at,4.973574678813447,200.0,150.0
7.0,26.0,0.01657374193005627,629.1082189752879,340675.0,to_at,5.008196262302256,200.0,150.0
7.0,27.0,0.01582826661551937,630.9928540281602,340675.0,to_at,5.011942850375952,200.0,150.0
7.0,28.0,0.01546037726389779,556.0249157009132,340675.0,to_at,4.855942809560943,200.0,150.0
7.0,29.0,0.016312295751904776,556.5648753126447,340675.0,to_at,4.8571212903335725,200.0,150.0
7.0,30.0,0.016732986889358495,484.6182591026892,340675.0,to_at,4.691912921061976,200.0,150.0
7.0,31.0,0.018096018650229872,535.9926061618405,340675.0,to_at,4.811602032841714,200.0,150.0
7.0,32.0,0.01796472919932328,454.4570726223,340675.0,to_at,4.617141842630461,200.0,150.0
7.0,33.0,0.01932150633865609,595.6620745704348,340675.0,to_at,4.940262064677604,200.0,150.0
7.0,34.0,0.0176094434335551,542.8165219196903,340675.0,to_at,4.826844016933244,200.0,150.0
7.0,35.0,0.017603644069778216,416.2165078650901,340675.0,to_at,4.5167892301591275,200.0,150.0
7.0,36.0,0.019834545575822416,421.9468660264873,340675.0,to_at,4.5322560919240225,200.0,150.0
7.0,37.0,0.02105606450726744,363.53564247011263,340675.0,to_at,4.366533026412839,200.0,150.0
7.0,38.0,0.023122005321092418,347.4485180935811,340675.0,to_at,4.3174032680400005,200.0,150.0
7.0,39.0,0.024872434686614407,404.65808721013383,340675.0,to_at,4.485099231039476,200.0,150.0
7.0,40.0,0.02450006649719451,325.66473676985976,340675.0,to_at,4.248079971063002,200.0,150.0
7.0,41.0,0.026389935046191058,342.1075956774112,340675.0,to_at,4.300715153795945,200.0,150.0
7.0,42.0,0.027182255160923957,274.34662020693406,340675.0,to_at,4.0698172065020515,200.0,150.0
7.0,43.0,0.02985768713167054,282.2034113946309,340675.0,to_at,4.098647462043734,200.0,150.0
7.0,44.0,0.031521971080664325,266.06684622740306,340675.0,to_at,4.038756690388003,200.0,150.0
7.0,45.0,0.03332724309104269,301.17158449727276,340675.0,to_at,4.165848755221602,200.0,150.0
7.0,46.0,0.0332897965996826,312.2255603774157,340675.0,to_at,4.203558670930756,200.0,150.0
7.0,47.0,0.03284883674370062,287.9540763874791,340675.0,to_at,4.119370055861143,200.0,150.0
7.0,48.0,0.03345377806985914,198.44751410269623,340675.0,to_at,3.75328389888976,200.0,150.0
7.0,49.0,0.03759381149055136,67.6776065325086,340675.0,to_at,2.868211995517491,200.0,150.0
9.0,0.0,0.02656,367.46562,490120.0,to_at,4.3782865131961515,200.0,150.0
9.0,1.0,0.0265595984175562,226.7074365315223,490120.0,to_at,3.8803101658594845,200.0,150.0
9.0,2.0,0.031020996756198304,175.03750823745122,490120.0,to_at,3.637330636261645,200.0,150.0
9.0,3.0,0.03661552974357584,229.28568001549897,490120.0,to_at,3.8912956893304473,200.0,150.0
9.0,4.0,0.03870721413089652,190.97267151112933,490120.0,to_at,3.717430055251733,200.0,150.0
9.0,5.0,0.042207126349267945,215.80128704008058,490120.0,to_at,3.832776610888752,200.0,150.0
9.0,6.0,0.043733793825912075,194.22104113438098,490120.0,to_at,3.7331382150312447,200.0,150.0
9.0,7.0,0.04612316232539594,187.4537231434505,490120.0,to_at,3.7001856766208956,200.0,150.0
9.0,8.0,0.04845967865578685,129.11770150770124,490120.0,to_at,3.3709044825049785,200.0,150.0
9.0,9.0,0.054085510618266795,195.26773320277573,490120.0,to_at,3.738157720316247,200.0,150.0
9.0,10.0,0.054455551751169416,256.98184373948817,490120.0,to_at,4.003829823265811,200.0,150.0
9.0,11.0,0.05075938719977569,193.58775009298256,490120.0,to_at,3.730091352459662,200.0,150.0
9.0,12.0,0.05186606940800611,149.05741021716182,490120.0,to_at,3.494124640504286,200.0,150.0
9.0,13.0,0.05573375548708889,126.19498318799764,490120.0,to_at,3.3516643692863424,200.0,150.0
9.0,14.0,0.06075362034271909,68.62494014712792,490120.0,to_at,2.8781968574682377,200.0,150.0
9.0,15.0,0.06976471869221575,67.57756187463659,490120.0,to_at,2.8671514213160214,200.0,150.0
8.0,0.0,0.02656,367.46562,523189.0,to_at,4.3782865131961515,200.0,150.0
8.0,1.0,0.0265595984175562,421.9998122149136,523189.0,to_at,4.532398262901897,200.0,150.0
8.0,2.0,0.02507085401830731,345.360656310092,523189.0,to_at,4.310902646379598,200.0,150.0
8.0,3.0,0.026215149781692128,205.47667582343053,523189.0,to_at,3.786087378768192,200.0,150.0
8.0,4.0,0.03150215593507038,202.84872018773075,523189.0,to_at,3.7739232873338544,200.0,150.0
8.0,5.0,0.035835337996326336,259.15140837669696,523189.0,to_at,4.012253765844295,200.0,150.0
8.0,6.0,0.03679485820643307,190.93485155276505,523189.0,to_at,3.7172459929313577,200.0,150.0
8.0,7.0,0.04065015257337162,339.7675654571882,523189.0,to_at,4.293341946613691,200.0,150.0
8.0,8.0,0.036747920261719316,373.28525012959653,523189.0,to_at,4.395519463090969,200.0,150.0
8.0,9.0,0.032883213572688245,294.78190040131386,523189.0,to_at,4.14357499492743,200.0,150.0
8.0,10.0,0.033218808850363234,301.1121804517293,523189.0,to_at,4.165643318696118,200.0,150.0
8.0,11.0,0.03321598713561969,378.0128949838344,523189.0,to_at,4.409371124729236,200.0,150.0
8.0,12.0,0.030474239143529612,424.15458127788725,523189.0,to_at,4.538172925877108,200.0,150.0
8.0,13.0,0.02734623114541642,513.1873078487083,523189.0,to_at,4.7595837895991835,200.0,150.0
8.0,14.0,0.02326133602276739,567.0508364316238,523189.0,to_at,4.8798390588607194,200.0,150.0
8.0,15.0,0.020028528217570302,682.2158363936113,523189.0,to_at,5.110700714073695,200.0,150.0
8.0,16.0,0.016631786280443695,547.8368704569646,523189.0,to_at,4.837966027964873,200.0,150.0
8.0,17.0,0.017026345538185036,465.63860292319345,523189.0,to_at,4.645283718268593,200.0,150.0
8.0,18.0,0.018586322773120084,512.6550585831448,523189.0,to_at,4.758349215593559,200.0,150.0
8.0,19.0,0.018617492542766026,535.1292790597458,523189.0,to_at,4.809663341047015,200.0,150.0
8.0,20.0,0.018248393689121782,485.0389807868744,523189.0,to_at,4.69293091158815,200.0,150.0
8.0,21.0,0.01892291462021447,501.45872036372833,523189.0,to_at,4.73215320951442,200.0,150.0
8.0,22.0,0.01899570387422719,442.4328058458787,523189.0,to_at,4.586293357434066,200.0,150.0
8.0,23.0,0.02014601694492714,432.5212980927545,523189.0,to_at,4.560388842305137,200.0,150.0
8.0,24.0,0.0210198691310253,479.64473127208623,523189.0,to_at,4.679828302092128,200.0,150.0
8.0,25.0,0.020555985232260706,433.194868720823,523189.0,to_at,4.562163293496439,200.0,150.0
8.0,26.0,0.021247075625966914,387.59826887189826,523189.0,to_at,4.437061590585062,200.0,150.0
8.0,27.0,0.02267641413853083,351.41072208460616,523189.0,to_at,4.329659588465072,200.0,150.0
8.0,28.0,0.02447646453171666,421.304652400521,523189.0,to_at,4.530530555117467,200.0,150.0
8.0,29.0,0.023843838477843105,425.4602504504652,523189.0,to_at,4.541661350282286,200.0,150.0
8.0,30.0,0.023365941840847487,431.74210094097265,523189.0,to_at,4.558333541709776,200.0,150.0
8.0,31.0,0.022934543128791698,332.1501601663664,523189.0,to_at,4.269073347619847,200.0,150.0
8.0,32.0,0.02515353273292004,449.23329075554886,523189.0,to_at,4.6038162671072556,200.0,150.0
8.0,33.0,0.023562172156050994,303.27157291661825,523189.0,to_at,4.1730916796317405,200.0,150.0
8.0,34.0,0.026382023688344015,456.51657635858635,523189.0,to_at,4.622363955017072,200.0,150.0
8.0,35.0,0.024089512805883766,524.0725388753402,523189.0,to_at,4.784624401918048,200.0,150.0
8.0,36.0,0.021303332311024943,481.24688115413755,523189.0,to_at,4.683731405970101,200.0,150.0
8.0,37.0,0.020680712558417608,369.28517437456543,523189.0,to_at,4.383696393591953,200.0,150.0
8.0,38.0,0.022744944124951868,269.07624502565676,523189.0,to_at,4.0501288464450225,200.0,150.0
8.0,39.0,0.02678467883863168,306.22095093111795,523189.0,to_at,4.183200928346718,200.0,150.0
8.0,40.0,0.028542219559941306,205.0420660086747,523189.0,to_at,3.7840837724167717,200.0,150.0
8.0,41.0,0.0333778332536328,275.9105790472265,523189.0,to_at,4.075605016852812,200.0,150.0
8.0,42.0,0.034301620899039355,265.3230151047969,523189.0,to_at,4.035930983636713,200.0,150.0
8.0,43.0,0.03540217496987887,248.6679675271766,523189.0,to_at,3.971046395715633,200.0,150.0
8.0,44.0,0.03692154568891318,306.4015205295049,523189.0,to_at,4.183817470043804,200.0,150.0
8.0,45.0,0.03559594497089782,422.03533189902305,523189.0,to_at,4.53249363277454,200.0,150.0
8.0,46.0,0.03046779007446182,444.8864473426817,523189.0,to_at,4.592638836432478,200.0,150.0
8.0,47.0,0.02674824333584352,473.7368242680432,523189.0,to_at,4.6653505963689135,200.0,150.0
8.0,48.0,0.023874399128519016,476.35662349360393,523189.0,to_at,4.6717871959835415,200.0,150.0
8.0,49.0,0.02221093549146106,428.45057667092277,523189.0,to_at,4.54962061316879,200.0,150.0
8.0,50.0,0.022327616997517005,552.356230329701,523189.0,to_at,4.847912964472222,200.0,150.0
8.0,51.0,0.019837615103951708,541.3130165845165,523189.0,to_at,4.823498164532456,200.0,150.0
8.0,52.0,0.018770037932531743,539.3661779281199,523189.0,to_at,4.8191553610048095,200.0,150.0
8.0,53.0,0.01825552019667151,421.4227358946363,523189.0,to_at,4.530847976640714,200.0,150.0
8.0,54.0,0.020123594964197675,397.1504208679696,523189.0,to_at,4.464149772483463,200.0,150.0
8.0,55.0,0.02176329668013765,363.1413558552329,523189.0,to_at,4.365348571572008,200.0,150.0
8.0,56.0,0.023587751237019925,366.1382054459991,523189.0,to_at,4.37432716951761,200.0,150.0
8.0,57.0,0.02468697334122306,348.0843997697822,523189.0,to_at,4.319377283858575,200.0,150.0
8.0,58.0,0.02588600571365442,226.45800268904208,523189.0,to_at,3.879242401733739,200.0,150.0
8.0,59.0,0.03050690603230747,260.97306859001014,523189.0,to_at,4.019286117420194,200.0,150.0
8.0,60.0,0.03277040557736141,337.55093477185187,523189.0,to_at,4.286322349926198,200.0,150.0
8.0,61.0,0.031577828854646876,321.7564662925586,523189.0,to_at,4.235277011002867,200.0,150.0
8.0,62.0,0.031328969295619555,304.84284783010736,523189.0,to_at,4.178486491939925,200.0,150.0
8.0,63.0,0.0317565960682571,271.3556387883053,523189.0,to_at,4.058679077060712,200.0,150.0
8.0,64.0,0.03329775695366323,227.61568262674837,523189.0,to_at,3.884190711507078,200.0,150.0
8.0,65.0,0.03621162257980116,275.11071932101396,523189.0,to_at,4.072648024193259,200.0,150.0
8.0,66.0,0.03639214406363037,280.1474172451173,523189.0,to_at,4.091161801220711,200.0,150.0
8.0,67.0,0.03631051593842726,348.19715048328925,523189.0,to_at,4.319727022115387,200.0,150.0
8.0,68.0,0.03353613625604344,356.7529125002244,523189.0,to_at,4.346021613763126,200.0,150.0
8.0,69.0,0.031408015584952806,443.7511957583711,523189.0,to_at,4.589706179594052,200.0,150.0
8.0,70.0,0.027326308029212456,488.54987140914903,523189.0,to_at,4.701400247265441,200.0,150.0
8.0,71.0,0.023835161489211585,514.3545124288123,523189.0,to_at,4.7622878101082335,200.0,150.0
8.0,72.0,0.021371637808152752,538.8531991808627,523189.0,to_at,4.818009105194158,200.0,150.0
8.0,73.0,0.019602066484712827,654.6743375413376,523189.0,to_at,5.058320338858229,200.0,150.0
8.0,74.0,0.016841545135981194,760.9852860958474,523189.0,to_at,5.252233977811147,200.0,150.0
8.0,75.0,0.014315908310583738,747.9061547959999,523189.0,to_at,5.2295193802388225,200.0,150.0
8.0,76.0,0.013450202062442787,677.1769435851045,523189.0,to_at,5.101237466299165,200.0,150.0
8.0,77.0,0.013842224819218044,543.1814355442934,523189.0,to_at,4.827655035578139,200.0,150.0
8.0,78.0,0.015671376104464802,543.9952374776668,523189.0,to_at,4.829462235428238,200.0,150.0
8.0,79.0,0.016594655150271146,496.9571215905726,523189.0,to_at,4.721497125817468,200.0,150.0
8.0,80.0,0.017814737320377718,501.20622295284124,523189.0,to_at,4.731557406676379,200.0,150.0
8.0,81.0,0.018402749499580328,503.11697017058333,523189.0,to_at,4.736060500192579,200.0,150.0
8.0,82.0,0.018686189336807265,505.1901280401328,523189.0,to_at,4.740931865100242,200.0,150.0
8.0,83.0,0.018801904357283333,417.4902112529652,523189.0,to_at,4.52024083488471,200.0,150.0
8.0,84.0,0.020529508156150008,401.97901255669143,523189.0,to_at,4.477657230032924,200.0,150.0
8.0,85.0,0.021906409582056023,410.4551556485447,523189.0,to_at,4.501076857974923,200.0,150.0
8.0,86.0,0.02255463916290846,450.89131345568035,523189.0,to_at,4.608058322402467,200.0,150.0
8.0,87.0,0.02202746761091653,451.76354991174804,523189.0,to_at,4.610285247110455,200.0,150.0
8.0,88.0,0.021705373438198755,469.0134513806645,523189.0,to_at,4.653677942123298,200.0,150.0
8.0,89.0,0.02115586634238461,404.03582744443605,523189.0,to_at,4.483374004416155,200.0,150.0
8.0,90.0,0.0222438397155296,367.22432643764523,523189.0,to_at,4.377567593837583,200.0,150.0
8.0,91.0,0.023796307397499473,343.7222634620113,523189.0,to_at,4.305780789107361,200.0,150.0
8.0,92.0,0.025417251565056517,255.6037546134105,523189.0,to_at,3.998451267225832,200.0,150.0
8.0,93.0,0.029175301970221692,295.8457176760671,523189.0,to_at,4.147308309097661,200.0,150.0
8.0,94.0,0.030559428677061008,357.15859574015707,523189.0,to_at,4.347256611935663,200.0,150.0
8.0,95.0,0.029457017186868398,321.04004438402933,523189.0,to_at,4.232917476410365,200.0,150.0
8.0,96.0,0.029906048932089337,338.96849764605804,523189.0,to_at,4.290815439184475,200.0,150.0
8.0,97.0,0.02961840270717832,367.58835499278456,523189.0,to_at,4.378652058733748,200.0,150.0
8.0,98.0,0.028518384504774435,317.6936553962493,523189.0,to_at,4.221843549244777,200.0,150.0
8.0,99.0,0.029373650922022564,279.2223576550688,523189.0,to_at,4.087780310281022,200.0,150.0
8.0,100.0,0.031278619952501585,315.785866415351,523189.0,to_at,4.215491055180172,200.0,150.0
8.0,101.0,0.031333709933798776,324.23270753483143,523189.0,to_at,4.243402283300986,200.0,150.0
8.0,102.0,0.03107625483161728,279.34962234910137,523189.0,to_at,4.088246015482356,200.0,150.0
8.0,103.0,0.032503937317093064,365.0777650713124,523189.0,to_at,4.371156399751105,200.0,150.0
8.0,104.0,0.030454252447996058,291.76460746092346,523189.0,to_at,4.132930975563271,200.0,150.0
8.0,105.0,0.031607864903414544,317.46517272637504,523189.0,to_at,4.221084265628894,200.0,150.0
8.0,106.0,0.03150067270808733,431.3688472891006,523189.0,to_at,4.557348019038074,200.0,150.0
8.0,107.0,0.02774302125166782,445.876317343358,523189.0,to_at,4.595191356966015,200.0,150.0
8.0,108.0,0.02514247366395183,431.7415100553266,523189.0,to_at,4.5583319820661625,200.0,150.0
8.0,109.0,0.0239821023621386,490.7340115013445,523189.0,to_at,4.706646050706652,200.0,150.0
8.0,110.0,0.02195452668279509,511.80346539620564,523189.0,to_at,4.756371909229872,200.0,150.0
8.0,111.0,0.020424345976514678,544.5900071997914,523189.0,to_at,4.830781751101359,200.0,150.0
8.0,112.0,0.019012416756264583,602.0771130899644,523189.0,to_at,4.953509835450778,200.0,150.0
8.0,113.0,0.01736140192087669,479.55964778336767,523189.0,to_at,4.679620751283017,200.0,150.0
8.0,114.0,0.0185299592533552,446.4695989553069,523189.0,to_at,4.5967191815895445,200.0,150.0
8.0,115.0,0.019797497191013345,350.0149833109569,523189.0,to_at,4.325354017350893,200.0,150.0
8.0,116.0,0.02262221431728332,401.46928001331327,523189.0,to_at,4.47623707271466,200.0,150.0
8.0,117.0,0.023201300191216,397.1729258749295,523189.0,to_at,4.464213012745598,200.0,150.0
8.0,118.0,0.023661269917058105,431.35895733285014,523189.0,to_at,4.557321897332528,200.0,150.0
8.0,119.0,0.023117709871861018,336.0429721839715,523189.0,to_at,4.28152716968647,200.0,150.0
8.0,120.0,0.02517222479942757,332.9321673293899,523189.0,to_at,4.271583885692645,200.0,150.0
8.0,121.0,0.026635942054683528,438.35166257250484,523189.0,to_at,4.575680211138906,200.0,150.0
8.0,122.0,0.024692840172313293,465.33133385632493,523189.0,to_at,4.644517187460212,200.0,150.0
8.0,123.0,0.02291951581911938,441.4807165364306,523189.0,to_at,4.583824005610575,200.0,150.0
8.0,124.0,0.02244903186039445,501.45339090635923,523189.0,to_at,4.732140636241545,200.0,150.0
8.0,125.0,0.0208965910657608,465.0565264188546,523189.0,to_at,4.643831315624111,200.0,150.0
8.0,126.0,0.020781897136699864,454.2634720647137,523189.0,to_at,4.616650033764767,200.0,150.0
8.0,127.0,0.02093811996664576,478.93003475374985,523189.0,to_at,4.678084027998942,200.0,150.0
8.0,128.0,0.0205249617764766,342.7656884684125,523189.0,to_at,4.302781923360704,200.0,150.0
8.0,129.0,0.023274277745475847,319.0445954147859,523189.0,to_at,4.2263245838199595,200.0,150.0
8.0,130.0,0.025740184630071286,353.52753103858333,523189.0,to_at,4.336165103987576,200.0,150.0
8.0,131.0,0.026424488424841117,288.28279170208583,523189.0,to_at,4.120545174442015,200.0,150.0
8.0,132.0,0.028856790430057823,280.9680415030136,523189.0,to_at,4.094154533611107,200.0,150.0
8.0,133.0,0.030844625355555707,269.7708987369031,523189.0,to_at,4.052740297164739,200.0,150.0
8.0,134.0,0.032690762402767144,198.14529257422623,523189.0,to_at,3.7518540855859897,200.0,150.0
8.0,135.0,0.03699134878773044,204.48268908774057,523189.0,to_at,3.7815002804987863,200.0,150.0
8.0,136.0,0.040159176989928456,124.2406502476866,523189.0,to_at,3.33861183775606,200.0,150.0
8.0,137.0,0.0469946604755789,94.21595811966706,523189.0,to_at,3.1155241156339892,200.0,150.0
8.0,138.0,0.055008772135050205,82.66255267267451,523189.0,to_at,3.0152769174659166,200.0,150.0
8.0,139.0,0.06328341354836134,171.0105355881969,523189.0,to_at,3.6162272692269113,200.0,150.0
8.0,140.0,0.06381953882676535,207.93513187925183,523189.0,to_at,3.7973617195407168,200.0,150.0
8.0,141.0,0.0613682410133035,183.2882443443234,523189.0,to_at,3.679456329958953,200.0,150.0
8.0,142.0,0.061268656555957944,193.95860097452825,523189.0,to_at,3.73187647966629,200.0,150.0
8.0,143.0,0.0603776948276447,250.02429264638243,523189.0,to_at,3.97645023646855,200.0,150.0
8.0,144.0,0.05564765873321981,233.88630766116256,523189.0,to_at,3.9106702672219966,200.0,150.0
8.0,145.0,0.05313017272556267,273.36142747499065,523189.0,to_at,4.066158545507128,200.0,150.0
8.0,146.0,0.048792259711046566,206.86195930076443,523189.0,to_at,3.7924525737278594,200.0,150.0
8.0,147.0,0.049459372895977495,300.50858540361276,523189.0,to_at,4.163554185377013,200.0,150.0
8.0,148.0,0.04464305934607487,365.5396517609712,523189.0,to_at,4.3725383120273404,200.0,150.0
8.0,149.0,0.03825189883016638,311.7050774049377,523189.0,to_at,4.201805731687395,200.0,150.0
8.0,150.0,0.03629976810065773,317.3639165056127,523189.0,to_at,4.220747644317424,200.0,150.0
8.0,151.0,0.0347241386019616,379.1945341955806,523189.0,to_at,4.412812931473858,200.0,150.0
8.0,152.0,0.03138774329289378,327.76975880627367,523189.0,to_at,4.254928047428886,200.0,150.0
8.0,153.0,0.03099027474043508,368.20953289934124,523189.0,to_at,4.380500729915683,200.0,150.0
8.0,154.0,0.029378664042184536,453.47844060835985,523189.0,to_at,4.614654184012016,200.0,150.0
8.0,155.0,0.02588296137220741,470.8930807467825,523189.0,to_at,4.658333498670185,200.0,150.0
8.0,156.0,0.023458575024741878,420.55928795966304,523189.0,to_at,4.5285253914857035,200.0,150.0
8.0,157.0,0.0232531634458625,349.72808314985286,523189.0,to_at,4.324467393600821,200.0,150.0
8.0,158.0,0.024898722551584533,379.6808040565119,523189.0,to_at,4.414226972687554,200.0,150.0
8.0,159.0,0.02516647471571196,348.1746944874285,523189.0,to_at,4.319657373269844,200.0,150.0
8.0,160.0,0.026199162112690983,311.28078937831157,523189.0,to_at,4.20037514335079,200.0,150.0
8.0,161.0,0.02797876342853795,287.2236412844728,523189.0,to_at,4.1167552301000425,200.0,150.0
8.0,162.0,0.030001287846139393,290.9075776781225,523189.0,to_at,4.129892607305456,200.0,150.0
8.0,163.0,0.03131634147029357,260.0607232250667,523189.0,to_at,4.015768710215403,200.0,150.0
8.0,164.0,0.03340474001777052,327.93464283773164,523189.0,to_at,4.255463055131474,200.0,150.0
8.0,165.0,0.03234918236037932,202.90922858636463,523189.0,to_at,3.7742046897938266,200.0,150.0
8.0,166.0,0.036511942660431396,179.1268747725091,523189.0,to_at,3.6583915664166407,200.0,150.0
8.0,167.0,0.04099007800047606,131.8175902440222,523189.0,to_at,3.3883896149944595,200.0,150.0
8.0,168.0,0.047308933284617924,219.0556112410916,523189.0,to_at,3.8471453569363274,200.0,150.0
8.0,169.0,0.04756574322736469,202.54060708744245,523189.0,to_at,3.772489388567333,200.0,150.0
8.0,170.0,0.04873668272839625,224.0565806042793,523189.0,to_at,3.8689171163347345,200.0,150.0
8.0,171.0,0.04839052203141647,167.98816117523864,523189.0,to_at,3.6001423161021946,200.0,150.0
8.0,172.0,0.051528776115654686,194.7955771438074,523189.0,to_at,3.7358959584101155,200.0,150.0
8.0,173.0,0.05241334461963656,263.1269732436891,523189.0,to_at,4.027553726600183,200.0,150.0
8.0,174.0,0.048871740742608714,234.95901543430477,523189.0,to_at,3.9151465987021004,200.0,150.0
8.0,175.0,0.047857479160817944,224.27371116025236,523189.0,to_at,3.869854106234891,200.0,150.0
8.0,176.0,0.04769282574639642,234.78563544465803,523189.0,to_at,3.9144241365366104,200.0,150.0
8.0,177.0,0.04696224355956486,111.16154816127957,523189.0,to_at,3.247047536117854,200.0,150.0
8.0,178.0,0.05390124810327371,132.32068693421343,523189.0,to_at,3.3916180407592784,200.0,150.0
8.0,179.0,0.05868230252122968,111.38120923927224,523189.0,to_at,3.248650433095178,200.0,150.0
