no,step,x,y,path_id,name,ysqrt4,eps,b
7.0,4.0,0.019332815909930166,486.3675520862447,321897.0,to_at,4.696141220205484,10.0,10.0
7.0,5.0,0.01934664995000086,485.1570591698035,321897.0,to_at,4.693216498486984,10.0,10.0
7.0,6.0,0.01937656286379994,482.66378760182357,321897.0,to_at,4.687175113790896,10.0,10.0
7.0,7.0,0.019439152804972968,481.34904096701484,321897.0,to_at,4.683979953574801,10.0,10.0
7.0,8.0,0.01949792285949179,478.8794231126725,321897.0,to_at,4.677960432235545,10.0,10.0
7.0,9.0,0.019576437734973594,480.1596719236506,321897.0,to_at,4.68108384817512,10.0,10.0
8.0,0.0,0.0193,487.84856,14268.0,to_at,4.699712127892693,10.0,10.0
8.0,1.0,0.019301503600203152,482.08053112590784,14268.0,to_at,4.685758462579521,10.0,10.0
8.0,2.0,0.01940891269642053,487.14270737544814,14268.0,to_at,4.698011238610019,10.0,10.0
8.0,3.0,0.019373738333491382,487.84327165298316,14268.0,to_at,4.699699391455773,10.0,10.0
8.0,4.0,0.01934167367077886,491.9880085707777,14268.0,to_at,4.709649955514913,10.0,10.0
8.0,5.0,0.01924810684943434,484.9230302666794,14268.0,to_at,4.692650420437404,10.0,10.0
8.0,6.0,0.019327142376407626,487.71924873376844,14268.0,to_at,4.699400665385284,10.0,10.0
8.0,7.0,0.019318635726531683,486.6968303211349,14268.0,to_at,4.696935858260062,10.0,10.0
8.0,8.0,0.01933285472969775,481.53249352378,14268.0,to_at,4.684426181385857,10.0,10.0
8.0,9.0,0.01943626351854834,482.91644558565287,14268.0,to_at,4.687788387381724,10.0,10.0
9.0,0.0,0.0193,487.84856,268131.0,to_at,4.699712127892693,10.0,10.0
9.0,1.0,0.019301503600203152,490.2940099988601,268131.0,to_at,4.705590678568395,10.0,10.0
9.0,2.0,0.019257407120871133,489.83585110476434,268131.0,to_at,4.704490999566538,10.0,10.0
9.0,3.0,0.01924190589039949,491.4926634791571,268131.0,to_at,4.708464061106189,10.0,10.0
9.0,4.0,0.01920321446418011,486.28490989938143,268131.0,to_at,4.695941718763457,10.0,10.0
9.0,5.0,0.019277604948221224,487.87892018573007,268131.0,to_at,4.699785245256891,10.0,10.0
9.0,6.0,0.01928877511075129,491.5705007375759,268131.0,to_at,4.708650468858342,10.0,10.0
9.0,7.0,0.01922714372256539,488.09786846782197,268131.0,to_at,4.700312444083972,10.0,10.0
9.0,8.0,0.019257337015562873,483.8753565596783,268131.0,to_at,4.690113752579263,10.0,10.0
9.0,9.0,0.019351522123969747,487.7151566389783,268131.0,to_at,4.699390808047514,10.0,10.0
